|DocCount|IDF
hyundai|4|8.357493812658563
oilbank|2|9.050640993218508
home|11|7.345892900980083
place|14|7.1047308441631944
explains|3|8.645175885110344
dose|1|9.743788173778453
pessimism|1|9.743788173778453
among|3|8.645175885110344
herald|3|8.645175885110344
bolsonaro|1|9.743788173778453
diesel|51|5.811962541054127
player|8|7.664346632098617
dollar50bn|5|8.134350261344352
acre|1|9.743788173778453
taker|3|8.645175885110344
agrees|27|6.447951307774124
dollar3|5|8.134350261344352
gallon|1|9.743788173778453
citi|18|6.853416415882289
fighting|6|7.952028704550398
uzbekistan|1|9.743788173778453
gaining|5|8.134350261344352
unfair|2|9.050640993218508
edge|200|4.445470807230416
zimbabwe|1|9.743788173778453
destroys|1|9.743788173778453
breakthrough|11|7.345892900980083
bigger|20|6.748055900224462
transfer|2|9.050640993218508
ofrights|1|9.743788173778453
reduced|15|7.035737972676243
pushed|5|8.134350261344352
deficit|13|7.178838816316916
order|15|7.035737972676243
smash|3|8.645175885110344
dollar100bn|2|9.050640993218508
present|3|8.645175885110344
tricky|1|9.743788173778453
predicament|2|9.050640993218508
cepsa|5|8.134350261344352
carlyle|9|7.546563596442233
moreish|1|9.743788173778453
architecture|1|9.743788173778453
dollar300m|4|8.357493812658563
forest|3|8.645175885110344
offset|21|6.69926573605503
genel|22|6.652745720420137
promotes|2|9.050640993218508
coo|2|9.050640993218508
bill|10|7.441203080784407
higgs|1|9.743788173778453
dollar36bn|2|9.050640993218508
vital|5|8.134350261344352
libya|136|4.831133288042401
explorer|7|7.79787802472314
go|80|5.361761539104571
dollar86bn|1|9.743788173778453
forced|11|7.345892900980083
employee|1|9.743788173778453
interviewed|1|9.743788173778453
impasse|2|9.050640993218508
musk|1|9.743788173778453
andy|3|8.645175885110344
hall|5|8.134350261344352
finally|16|6.971199451538672
stick|6|7.952028704550398
his|11|7.345892900980083
oar|1|9.743788173778453
dollar70|39|6.080226527648807
so|16|6.971199451538672
keen|4|8.357493812658563
glut|185|4.523432348700128
multiyear|1|9.743788173778453
chart|16|6.971199451538672
ieas|6|7.952028704550398
model|9|7.546563596442233
friendly|2|9.050640993218508
denied|2|9.050640993218508
quit|1|9.743788173778453
clash|7|7.79787802472314
losing|21|6.69926573605503
thread|1|9.743788173778453
looser|1|9.743788173778453
restriction|2|9.050640993218508
prompt|7|7.79787802472314
liquidity|3|8.645175885110344
dollar10bn|3|8.645175885110344
dollar111bn|1|9.743788173778453
dwarf|1|9.743788173778453
rival|12|7.2588815239904525
you|37|6.1328702611342285
predicting|4|8.357493812658563
paid|2|9.050640993218508
dollar147m|1|9.743788173778453
2018|82|5.3370689265142
kurdistan|25|6.524912348910252
focused|7|7.79787802472314
restore|1|9.743788173778453
sabic|3|8.645175885110344
chemical|4|8.357493812658563
arm|6|7.952028704550398
cast|9|7.546563596442233
chill|3|8.645175885110344
dollar69bn|1|9.743788173778453
majority|1|9.743788173778453
physical|6|7.952028704550398
arent|5|8.134350261344352
buying|34|6.217427649162292
cefc|3|8.645175885110344
think|11|7.345892900980083
tank|16|6.971199451538672
patrick|2|9.050640993218508
ho|1|9.743788173778453
sentenced|1|9.743788173778453
mercuria|9|7.546563596442233
dwindle|2|9.050640993218508
embrace|1|9.743788173778453
transparency|2|9.050640993218508
valdez|1|9.743788173778453
spill|17|6.910574829722237
30|25|6.524912348910252
maker|2|9.050640993218508
tmk|3|8.645175885110344
dollar12bn|5|8.134350261344352
received|2|9.050640993218508
street|22|6.652745720420137
gloom|11|7.345892900980083
solid|23|6.608293957849304
enquest|15|7.035737972676243
expects|30|6.342590792116297
drill|18|6.853416415882289
leave|10|7.441203080784407
strangely|1|9.743788173778453
paralysed|1|9.743788173778453
korea|17|6.910574829722237
settlement|4|8.357493812658563
rigging|4|8.357493812658563
wyoming|1|9.743788173778453
neutral|6|7.952028704550398
15|26|6.485691635756971
moscow|10|7.441203080784407
italian|11|7.345892900980083
squeezed|4|8.357493812658563
disease|1|9.743788173778453
crop|1|9.743788173778453
sachs|23|6.608293957849304
chaos|3|8.645175885110344
boss|3|8.645175885110344
20m|3|8.645175885110344
payday|2|9.050640993218508
touch|36|6.160269235322343
shipwreck|1|9.743788173778453
nears|22|6.652745720420137
structural|2|9.050640993218508
escape|3|8.645175885110344
trap|4|8.357493812658563
oversight|1|9.743788173778453
bolster|9|7.546563596442233
shrink|8|7.664346632098617
defend|2|9.050640993218508
speculator|6|7.952028704550398
banned|2|9.050640993218508
tweet|8|7.664346632098617
yield|18|6.853416415882289
lobbied|1|9.743788173778453
public|2|9.050640993218508
stance|4|8.357493812658563
carve|2|9.050640993218508
role|17|6.910574829722237
fought|2|9.050640993218508
front|3|8.645175885110344
disorderly|1|9.743788173778453
spat|9|7.546563596442233
shifting|6|7.952028704550398
hackle|1|9.743788173778453
told|7|7.79787802472314
blackout|4|8.357493812658563
hearty|1|9.743788173778453
siemens|1|9.743788173778453
storage|28|6.411583663603249
cull|1|9.743788173778453
shaken|2|9.050640993218508
getting|9|7.546563596442233
oslo|2|9.050640993218508
rose|3|8.645175885110344
pace|9|7.546563596442233
trash|2|9.050640993218508
talking|1|9.743788173778453
insuring|1|9.743788173778453
itself|8|7.664346632098617
volatility|33|6.247280612311973
weighs|82|5.3370689265142
heavily|2|9.050640993218508
indonesia|13|7.178838816316916
ambitious|5|8.134350261344352
short|68|5.524280468602346
remuneration|1|9.743788173778453
advice|13|7.178838816316916
unlawful|1|9.743788173778453
rapidly|3|8.645175885110344
advertising|1|9.743788173778453
spree|8|7.664346632098617
rockrose|1|9.743788173778453
marathon|6|7.952028704550398
pemexs|1|9.743788173778453
chopped|1|9.743788173778453
poor|10|7.441203080784407
lukoil|12|7.2588815239904525
slows|12|7.2588815239904525
opposes|2|9.050640993218508
permanent|1|9.743788173778453
sultan|2|9.050640993218508
al|11|7.345892900980083
jaber|1|9.743788173778453
changing|12|7.2588815239904525
mindset|2|9.050640993218508
old|8|7.664346632098617
institution|1|9.743788173778453
test|56|5.718436483043304
bluemountain|1|9.743788173778453
replace|9|7.546563596442233
pge|6|7.952028704550398
criminal|1|9.743788173778453
cyprus|1|9.743788173778453
repsol|17|6.910574829722237
overhaul|10|7.441203080784407
define|1|9.743788173778453
1bn|2|9.050640993218508
korean|4|8.357493812658563
forfood|1|9.743788173778453
programme|7|7.79787802472314
shellsketches|1|9.743788173778453
bright|5|8.134350261344352
strives|3|8.645175885110344
perception|1|9.743788173778453
shaky|4|8.357493812658563
relax|8|7.664346632098617
easy|5|8.134350261344352
bailout|9|7.546563596442233
snapped|1|9.743788173778453
blockchain|9|7.546563596442233
reshaping|1|9.743788173778453
confident|6|7.952028704550398
seeing|3|8.645175885110344
competition|9|7.546563596442233
recent|18|6.853416415882289
rush|25|6.524912348910252
friend|7|7.79787802472314
foe|2|9.050640993218508
common|4|8.357493812658563
send|15|7.035737972676243
2015|62|5.616653788733362
invest|15|7.035737972676243
qatar|19|6.799349194612013
sense|5|8.134350261344352
dent|6|7.952028704550398
cant|22|6.652745720420137
count|140|4.8021457511691485
german|8|7.664346632098617
battery|3|8.645175885110344
sonnen|1|9.743788173778453
roll|6|7.952028704550398
equity|301|4.036677909029577
leopard|1|9.743788173778453
resilient|2|9.050640993218508
awe|1|9.743788173778453
isnt|15|7.035737972676243
coming|34|6.217427649162292
collapse|32|6.278052270978726
eclipse|3|8.645175885110344
post|73|5.453328732630062
soviet|4|8.357493812658563
crash|39|6.080226527648807
privatisation|8|7.664346632098617
divide|3|8.645175885110344
name|6|7.952028704550398
interim|2|9.050640993218508
mark|31|6.309800969293307
failure|10|7.441203080784407
consciousness|1|9.743788173778453
vakt|1|9.743788173778453
hire|7|7.79787802472314
outside|3|8.645175885110344
returning|5|8.134350261344352
terminal|15|7.035737972676243
seen|38|6.106202014052068
hitting|22|6.652745720420137
refused|1|9.743788173778453
permission|1|9.743788173778453
grow|30|6.342590792116297
rescue|10|7.441203080784407
giant|23|6.608293957849304
rivalry|3|8.645175885110344
chechnya|2|9.050640993218508
putin|27|6.447951307774124
gilets|1|9.743788173778453
jaunes|1|9.743788173778453
backlash|5|8.134350261344352
looking|17|6.910574829722237
ic|3|8.645175885110344
modwen|1|9.743788173778453
property|1|9.743788173778453
interserve|1|9.743788173778453
tightens|12|7.2588815239904525
regulation|12|7.2588815239904525
legislation|2|9.050640993218508
france|9|7.546563596442233
speculation|9|7.546563596442233
developer|1|9.743788173778453
run|29|6.376492343791979
hubris|1|9.743788173778453
commercial|4|8.357493812658563
impossible|5|8.134350261344352
late|21|6.69926573605503
wednesday|17|6.910574829722237
february|28|6.411583663603249
6|67|5.539095554387487
suez|1|9.743788173778453
greenlight|1|9.743788173778453
aid|6|7.952028704550398
convoy|1|9.743788173778453
flashpoint|2|9.050640993218508
fit|4|8.357493812658563
prosper|2|9.050640993218508
founder|2|9.050640993218508
hub|12|7.2588815239904525
root|1|9.743788173778453
surging|16|6.971199451538672
brace|22|6.652745720420137
regime|4|8.357493812658563
greater|4|8.357493812658563
clinch|4|8.357493812658563
january|47|5.893640572068395
q4|10|7.441203080784407
flashing|1|9.743788173778453
medco|5|8.134350261344352
ophir|6|7.952028704550398
390m|1|9.743788173778453
now|77|5.399982751924769
opening|30|6.342590792116297
quote|27|6.447951307774124
wizz|1|9.743788173778453
pdvsa|6|7.952028704550398
protection|3|8.645175885110344
wildfire|11|7.345892900980083
lord|3|8.645175885110344
lucans|1|9.743788173778453
son|1|9.743788173778453
angus|1|9.743788173778453
timed|2|9.050640993218508
merkels|1|9.743788173778453
tarnished|2|9.050640993218508
legacy|2|9.050640993218508
environment|5|8.134350261344352
director|1|9.743788173778453
who|33|6.247280612311973
2006|1|9.743788173778453
monday|14|7.1047308441631944
dollar16bn|3|8.645175885110344
dependence|7|7.79787802472314
sinopec|8|7.664346632098617
reveals|7|7.79787802472314
dollar690m|1|9.743788173778453
hedging|6|7.952028704550398
quiz|2|9.050640993218508
taxpayer|1|9.743788173778453
likely|75|5.426300060242142
24bn|2|9.050640993218508
scrapping|1|9.743788173778453
revenue|23|6.608293957849304
pile|4|8.357493812658563
charging|2|9.050640993218508
morocco|1|9.743788173778453
pivot|3|8.645175885110344
hint|11|7.345892900980083
colonial|3|8.645175885110344
refiner|43|5.9825880580848905
presidential|7|7.79787802472314
hopeful|2|9.050640993218508
rewrite|1|9.743788173778453
raising|4|8.357493812658563
tradeworries|1|9.743788173778453
dorset|1|9.743788173778453
endangered|1|9.743788173778453
doomed|2|9.050640993218508
allure|2|9.050640993218508
hydrocarbon|5|8.134350261344352
greece|49|5.851967875667826
shortlist|2|9.050640993218508
caryle|1|9.743788173778453
sonatrach|1|9.743788173778453
hellenic|1|9.743788173778453
thwarting|1|9.743788173778453
clearing|1|9.743788173778453
smog|1|9.743788173778453
junior|3|8.645175885110344
suffer|10|7.441203080784407
torrid|2|9.050640993218508
divergence|1|9.743788173778453
body|1|9.743788173778453
gradual|2|9.050640993218508
rebalancing|10|7.441203080784407
abound|2|9.050640993218508
imbalance|1|9.743788173778453
bullish|141|4.795028283400285
digital|1|9.743788173778453
consistent|1|9.743788173778453
exporter|16|6.971199451538672
eia|79|5.374340321311432
stokes|6|7.952028704550398
limited|18|6.853416415882289
moody|19|6.799349194612013
overture|2|9.050640993218508
rebuffed|1|9.743788173778453
plea|1|9.743788173778453
nation|24|6.565734343430507
blockade|2|9.050640993218508
pop|3|8.645175885110344
unpopular|2|9.050640993218508
waste|4|8.357493812658563
treasury|5|8.134350261344352
skid|10|7.441203080784407
exploit|2|9.050640993218508
considering|8|7.664346632098617
340m|1|9.743788173778453
agency|2|9.050640993218508
california|7|7.79787802472314
completes|4|8.357493812658563
dollar55|17|6.910574829722237
bull|37|6.1328702611342285
notch|2|9.050640993218508
equalling|1|9.743788173778453
ninth|3|8.645175885110344
clampdown|2|9.050640993218508
theft|6|7.952028704550398
failing|4|8.357493812658563
hunter|2|9.050640993218508
force|33|6.247280612311973
cautious|29|6.376492343791979
afternoon|8|7.664346632098617
stabilise|13|7.178838816316916
co2|3|8.645175885110344
removal|1|9.743788173778453
faroe|9|7.546563596442233
concedes|2|9.050640993218508
defeat|3|8.645175885110344
dno|10|7.441203080784407
52|1|9.743788173778453
discussion|1|9.743788173778453
extended|24|6.565734343430507
innovation|3|8.645175885110344
fightback|2|9.050640993218508
pharma|1|9.743788173778453
experiment|2|9.050640993218508
sp|39|6.080226527648807
unite|2|9.050640993218508
accepts|2|9.050640993218508
oca|1|9.743788173778453
dollar1bn|14|7.1047308441631944
marine|3|8.645175885110344
usual|1|9.743788173778453
gambit|1|9.743788173778453
unlikely|25|6.524912348910252
needle|2|9.050640993218508
dollar14bn|4|8.357493812658563
zip|1|9.743788173778453
elliott|3|8.645175885110344
qep|1|9.743788173778453
licence|5|8.134350261344352
extension|39|6.080226527648807
fortuna|1|9.743788173778453
courage|1|9.743788173778453
flaring|4|8.357493812658563
sky|4|8.357493812658563
unusual|2|9.050640993218508
subsidiary|2|9.050640993218508
unipec|3|8.645175885110344
suddenly|3|8.645175885110344
dnos|1|9.743788173778453
intensifies|6|7.952028704550398
song|2|9.050640993218508
longs|1|9.743788173778453
petronas|2|9.050640993218508
bruising|3|8.645175885110344
unpredictable|3|8.645175885110344
engage|1|9.743788173778453
expands|4|8.357493812658563
seems|3|8.645175885110344
loser|19|6.799349194612013
dollar50|108|5.061656946654233
tight|28|6.411583663603249
warrior|1|9.743788173778453
rouble|8|7.664346632098617
falter|10|7.441203080784407
bad|11|7.345892900980083
wrongfooted|1|9.743788173778453
teesside|1|9.743788173778453
financial|38|6.106202014052068
blanket|1|9.743788173778453
wearing|2|9.050640993218508
thin|14|7.1047308441631944
ambiguous|1|9.743788173778453
attitude|1|9.743788173778453
wild|2|9.050640993218508
difference|4|8.357493812658563
presence|4|8.357493812658563
gushing|4|8.357493812658563
1|129|4.8839757694167805
yr|13|7.178838816316916
sempra|2|9.050640993218508
briefly|4|8.357493812658563
dollar46|5|8.134350261344352
preserve|1|9.743788173778453
swoon|2|9.050640993218508
juggernaut|1|9.743788173778453
stomp|1|9.743788173778453
google|2|9.050640993218508
division|2|9.050640993218508
forgotten|2|9.050640993218508
try|14|7.1047308441631944
calm|9|7.546563596442233
obradors|1|9.743788173778453
tall|2|9.050640993218508
dollar11bn|3|8.645175885110344
2011|17|6.910574829722237
floor|7|7.79787802472314
parliament|1|9.743788173778453
ignoring|3|8.645175885110344
quality|4|8.357493812658563
wary|7|7.79787802472314
cheap|27|6.447951307774124
pause|10|7.441203080784407
broker|2|9.050640993218508
once|11|7.345892900980083
wa|18|6.853416415882289
slow|38|6.106202014052068
warming|5|8.134350261344352
12m|3|8.645175885110344
corporate|10|7.441203080784407
december|39|6.080226527648807
orangutan|1|9.743788173778453
discus|20|6.748055900224462
tellurian|1|9.743788173778453
mou|2|9.050640993218508
thing|16|6.971199451538672
watch|30|6.342590792116297
boko|1|9.743788173778453
haram|1|9.743788173778453
charting|1|9.743788173778453
critical|8|7.664346632098617
meeting|156|4.693932166528916
ups|12|7.2588815239904525
defy|5|8.134350261344352
pipe|1|9.743788173778453
maintain|10|7.441203080784407
ethical|1|9.743788173778453
core|3|8.645175885110344
browne|2|9.050640993218508
sierra|1|9.743788173778453
activity|16|6.971199451538672
wear|1|9.743788173778453
grey|1|9.743788173778453
suit|4|8.357493812658563
exit|9|7.546563596442233
rift|7|7.79787802472314
handicap|1|9.743788173778453
25|29|6.376492343791979
candidate|1|9.743788173778453
succeed|2|9.050640993218508
merkel|1|9.743788173778453
query|1|9.743788173778453
zion|11|7.345892900980083
prays|1|9.743788173778453
relation|4|8.357493812658563
neighbour|1|9.743788173778453
sour|9|7.546563596442233
depends|4|8.357493812658563
powell|2|9.050640993218508
dovish|1|9.743788173778453
guessing|3|8.645175885110344
capturing|1|9.743788173778453
worst|44|5.959598539860192
pennon|1|9.743788173778453
greggs|1|9.743788173778453
thomas|4|8.357493812658563
cook|2|9.050640993218508
quandary|2|9.050640993218508
wildly|1|9.743788173778453
inflation|15|7.035737972676243
eurozone|14|7.1047308441631944
intervention|3|8.645175885110344
unlocks|1|9.743788173778453
kirkuk|15|7.035737972676243
weighing|1|9.743788173778453
landowner|1|9.743788173778453
damage|3|8.645175885110344
caused|2|9.050640993218508
2014|50|5.831765168350307
volume|9|7.546563596442233
product|15|7.035737972676243
nearly|35|6.188440112289039
romance|1|9.743788173778453
peaked|9|7.546563596442233
commits|5|8.134350261344352
midday|2|9.050640993218508
dollar150bn|2|9.050640993218508
kosmos|3|8.645175885110344
iga|2|9.050640993218508
regret|1|9.743788173778453
shore|2|9.050640993218508
popular|3|8.645175885110344
inauguration|1|9.743788173778453
hand|10|7.441203080784407
crystallex|1|9.743788173778453
lost|12|7.2588815239904525
billion|70|5.495292931729094
turkish|3|8.645175885110344
softer|5|8.134350261344352
26th|5|8.134350261344352
backdrop|1|9.743788173778453
brightens|4|8.357493812658563
surprise|48|5.872587162870563
revolt|5|8.134350261344352
ire|1|9.743788173778453
correction|8|7.664346632098617
territory|4|8.357493812658563
score|4|8.357493812658563
digit|3|8.645175885110344
development|16|6.971199451538672
dominant|2|9.050640993218508
strongman|2|9.050640993218508
determine|3|8.645175885110344
averting|1|9.743788173778453
meltdown|7|7.79787802472314
prepare|8|7.664346632098617
reasserts|1|9.743788173778453
romanian|1|9.743788173778453
stymy|1|9.743788173778453
snap|15|7.035737972676243
lessens|1|9.743788173778453
driller|4|8.357493812658563
messing|1|9.743788173778453
spread|24|6.565734343430507
extra|3|8.645175885110344
sixth|8|7.664346632098617
anglo|1|9.743788173778453
australian|14|7.1047308441631944
miner|5|8.134350261344352
mandate|3|8.645175885110344
drilled|2|9.050640993218508
dud|1|9.743788173778453
bold|6|7.952028704550398
transform|4|8.357493812658563
tethered|1|9.743788173778453
fortune|53|5.773496260226331
76|1|9.743788173778453
oversupply|88|5.266451359300246
philippine|2|9.050640993218508
funnelled|1|9.743788173778453
cheque|1|9.743788173778453
pip|1|9.743788173778453
morning|2|9.050640993218508
white|6|7.952028704550398
house|7|7.79787802472314
shortsighted|1|9.743788173778453
facebook|1|9.743788173778453
analogy|1|9.743788173778453
blue|5|8.134350261344352
collar|1|9.743788173778453
aristocracy|1|9.743788173778453
revolutionthat|1|9.743788173778453
never|18|6.853416415882289
sweet|13|7.178838816316916
defensive|4|8.357493812658563
equal|1|9.743788173778453
etf|5|8.134350261344352
weekly|195|4.4707886152147065
trip|3|8.645175885110344
spur|14|7.1047308441631944
cme|3|8.645175885110344
comfortable|3|8.645175885110344
staying|1|9.743788173778453
cooperation|10|7.441203080784407
chasm|1|9.743788173778453
only|34|6.217427649162292
widens|7|7.79787802472314
18|20|6.748055900224462
s|4|8.357493812658563
military|5|8.134350261344352
base|56|5.718436483043304
buoy|6|7.952028704550398
emerging|22|6.652745720420137
july|39|6.080226527648807
pumping|6|7.952028704550398
far|23|6.608293957849304
keystone|40|6.054908719664517
xl|21|6.69926573605503
band|5|8.134350261344352
cranked|1|9.743788173778453
steady|124|4.923506608173416
sharp|37|6.1328702611342285
recover|31|6.309800969293307
ge|6|7.952028704550398
baker|15|7.035737972676243
hughes|15|7.035737972676243
feb|15|7.035737972676243
2016|129|4.8839757694167805
npower|1|9.743788173778453
half|26|6.485691635756971
million|66|5.554133431752027
tuesday|18|6.853416415882289
13th|4|8.357493812658563
recovering|3|8.645175885110344
vulnerable|5|8.134350261344352
generation|5|8.134350261344352
arab|7|7.79787802472314
seven|17|6.910574829722237
relief|13|7.178838816316916
streak|24|6.565734343430507
fewer|3|8.645175885110344
isolation|2|9.050640993218508
attract|2|9.050640993218508
western|15|7.035737972676243
thaw|1|9.743788173778453
chalk|1|9.743788173778453
closing|2|9.050640993218508
stumble|5|8.134350261344352
restart|13|7.178838816316916
judge|4|8.357493812658563
worth|10|7.441203080784407
punt|1|9.743788173778453
wind|4|8.357493812658563
solar|5|8.134350261344352
line|13|7.178838816316916
unless|4|8.357493812658563
struck|2|9.050640993218508
victory|11|7.345892900980083
midterm|2|9.050640993218508
cornish|1|9.743788173778453
geothermal|1|9.743788173778453
20x|1|9.743788173778453
us|4|8.357493812658563
expenditure|1|9.743788173778453
serica|4|8.357493812658563
marubeni|1|9.743788173778453
weir|5|8.134350261344352
save|14|7.1047308441631944
any|8|7.664346632098617
nervous|4|8.357493812658563
factor|13|7.178838816316916
driving|11|7.345892900980083
exempts|2|9.050640993218508
eight|12|7.2588815239904525
country|25|6.524912348910252
austria|1|9.743788173778453
cubic|1|9.743788173778453
meter|1|9.743788173778453
5m|1|9.743788173778453
b|5|8.134350261344352
d|4|8.357493812658563
2030|6|7.952028704550398
modi|4|8.357493812658563
tweak|1|9.743788173778453
mix|3|8.645175885110344
counter|15|7.035737972676243
imo|3|8.645175885110344
stoking|2|9.050640993218508
tighter|28|6.411583663603249
recede|2|9.050640993218508
wti|198|4.455521143083918
newfield|1|9.743788173778453
orsteds|1|9.743788173778453
charles|1|9.743788173778453
berry|1|9.743788173778453
disappoints|14|7.1047308441631944
strongest|3|8.645175885110344
strangling|1|9.743788173778453
do|42|6.006118555495084
kazmunaigas|3|8.645175885110344
finalises|2|9.050640993218508
dollar65bn|1|9.743788173778453
dollar105bn|2|9.050640993218508
tap|21|6.69926573605503
deepwater|21|6.69926573605503
rosnefts|4|8.357493812658563
krg|1|9.743788173778453
baghdad|5|8.134350261344352
much|48|5.872587162870563
reflects|2|9.050640993218508
sombre|1|9.743788173778453
mood|10|7.441203080784407
persists|5|8.134350261344352
discipline|4|8.357493812658563
mantra|1|9.743788173778453
attention|6|7.952028704550398
stormy|2|9.050640993218508
agribusiness|1|9.743788173778453
standardise|1|9.743788173778453
q3|12|7.2588815239904525
chipmakers|1|9.743788173778453
misleading|2|9.050640993218508
mackenzie|6|7.952028704550398
while|19|6.799349194612013
afren|2|9.050640993218508
found|6|7.952028704550398
fraud|3|8.645175885110344
sulphur|1|9.743788173778453
aqua|1|9.743788173778453
dollar43bn|1|9.743788173778453
people|2|9.050640993218508
urgent|3|8.645175885110344
deserted|1|9.743788173778453
louis|2|9.050640993218508
dreyfus|3|8.645175885110344
cfo|1|9.743788173778453
note|53|5.773496260226331
22nd|2|9.050640993218508
october|25|6.524912348910252
leveraging|1|9.743788173778453
khashoggi|2|9.050640993218508
zennor|1|9.743788173778453
approval|4|8.357493812658563
finlaggan|1|9.743788173778453
khashoggis|1|9.743788173778453
bethany|1|9.743788173778453
mclean|1|9.743788173778453
evade|1|9.743788173778453
unusable|1|9.743788173778453
weapon|9|7.546563596442233
peso|2|9.050640993218508
ethereum|1|9.743788173778453
dollar220m|1|9.743788173778453
swedish|1|9.743788173778453
charged|2|9.050640993218508
passive|1|9.743788173778453
echo|2|9.050640993218508
flexibility|1|9.743788173778453
ghost|5|8.134350261344352
haunt|4|8.357493812658563
upstream|5|8.134350261344352
dollar19bn|1|9.743788173778453
polish|1|9.743788173778453
industrial|14|7.1047308441631944
unrest|24|6.565734343430507
crack|8|7.664346632098617
alliance|16|6.971199451538672
underline|2|9.050640993218508
commitment|6|7.952028704550398
stephen|1|9.743788173778453
schwarzman|1|9.743788173778453
larry|1|9.743788173778453
fink|1|9.743788173778453
forum|1|9.743788173778453
sustainability|4|8.357493812658563
financing|6|7.952028704550398
pound|6|7.952028704550398
weakens|13|7.178838816316916
stalemate|5|8.134350261344352
fuelling|2|9.050640993218508
dealmaker|1|9.743788173778453
renminbi|2|9.050640993218508
wield|1|9.743788173778453
roil|2|9.050640993218508
dollar80|25|6.524912348910252
campaigner|2|9.050640993218508
defeated|4|8.357493812658563
slowed|1|9.743788173778453
dgo|1|9.743788173778453
dollar183m|1|9.743788173778453
control|19|6.799349194612013
overwhelming|1|9.743788173778453
if|60|5.649443611556352
said|2|9.050640993218508
loud|1|9.743788173778453
edition|1|9.743788173778453
divestments|1|9.743788173778453
threaten|13|7.178838816316916
michael|1|9.743788173778453
leading|9|7.546563596442233
heading|13|7.178838816316916
triple|7|7.79787802472314
flowing|4|8.357493812658563
dollar1m|1|9.743788173778453
dollar100|31|6.309800969293307
acquire|2|9.050640993218508
license|3|8.645175885110344
bring|10|7.441203080784407
subsidy|7|7.79787802472314
competes|1|9.743788173778453
nestl|1|9.743788173778453
rainforest|2|9.050640993218508
destruction|3|8.645175885110344
enrich|1|9.743788173778453
trying|4|8.357493812658563
stalwart|1|9.743788173778453
contemplates|1|9.743788173778453
rein|2|9.050640993218508
snub|2|9.050640993218508
reflect|1|9.743788173778453
leap|12|7.2588815239904525
bahrain|7|7.79787802472314
resurgence|5|8.134350261344352
awaits|14|7.1047308441631944
injection|1|9.743788173778453
climbed|3|8.645175885110344
reached|10|7.441203080784407
using|9|7.546563596442233
spain|7|7.79787802472314
float|5|8.134350261344352
8bn|1|9.743788173778453
gmb|1|9.743788173778453
ballot|3|8.645175885110344
dollar85|4|8.357493812658563
wager|2|9.050640993218508
wizard|1|9.743788173778453
dollar82|1|9.743788173778453
ripping|2|9.050640993218508
25th|2|9.050640993218508
september|35|6.188440112289039
climbing|3|8.645175885110344
dollar81|1|9.743788173778453
defends|3|8.645175885110344
cloud|8|7.664346632098617
muertas|1|9.743788173778453
ypf|4|8.357493812658563
conventional|7|7.79787802472314
self|6|7.952028704550398
sufficiency|1|9.743788173778453
upends|1|9.743788173778453
universe|1|9.743788173778453
position|12|7.2588815239904525
source|38|6.106202014052068
planning|3|8.645175885110344
adventurous|1|9.743788173778453
nerve|7|7.79787802472314
postscript|1|9.743788173778453
conservative|1|9.743788173778453
chasing|2|9.050640993218508
cleaning|2|9.050640993218508
sister|1|9.743788173778453
loose|1|9.743788173778453
material|2|9.050640993218508
tightening|16|6.971199451538672
deputy|2|9.050640993218508
florence|2|9.050640993218508
500m|2|9.050640993218508
preparing|5|8.134350261344352
booming|10|7.441203080784407
object|1|9.743788173778453
haul|1|9.743788173778453
billiton|5|8.134350261344352
enough|21|6.69926573605503
gunman|1|9.743788173778453
hq|2|9.050640993218508
enron|1|9.743788173778453
thrive|2|9.050640993218508
skilling|1|9.743788173778453
freed|1|9.743788173778453
confirms|11|7.345892900980083
transocean|3|8.645175885110344
ocean|3|8.645175885110344
seeker|1|9.743788173778453
our|15|7.035737972676243
freedom|2|9.050640993218508
movement|5|8.134350261344352
constrained|1|9.743788173778453
3bn|1|9.743788173778453
study|5|8.134350261344352
pension|3|8.645175885110344
9bn|1|9.743788173778453
dollar88bn|1|9.743788173778453
em|10|7.441203080784407
tumultuous|2|9.050640993218508
surface|2|9.050640993218508
tack|2|9.050640993218508
perpetuity|1|9.743788173778453
stalled|1|9.743788173778453
request|3|8.645175885110344
strain|5|8.134350261344352
essar|4|8.357493812658563
stanlow|1|9.743788173778453
swell|8|7.664346632098617
strategic|21|6.69926573605503
conoco|7|7.79787802472314
payout|4|8.357493812658563
tradition|3|8.645175885110344
undersea|1|9.743788173778453
blowout|1|9.743788173778453
agreement|19|6.799349194612013
caspian|7|7.79787802472314
ap|4|8.357493812658563
moller|4|8.357493812658563
maersk|14|7.1047308441631944
spin|4|8.357493812658563
aegean|1|9.743788173778453
unpaid|2|9.050640993218508
comeback|15|7.035737972676243
before|43|5.9825880580848905
giving|3|8.645175885110344
zap|1|9.743788173778453
disillusioned|1|9.743788173778453
stage|10|7.441203080784407
bounceback|1|9.743788173778453
boogaloo|1|9.743788173778453
they|8|7.664346632098617
were|3|8.645175885110344
2008|8|7.664346632098617
dollar14750|1|9.743788173778453
pacific|5|8.134350261344352
accelerates|7|7.79787802472314
treble|3|8.645175885110344
favour|3|8.645175885110344
assumption|5|8.134350261344352
reveal|8|7.664346632098617
deepen|11|7.345892900980083
thirtyfold|1|9.743788173778453
vitols|4|8.357493812658563
ian|3|8.645175885110344
taylor|2|9.050640993218508
dictator|1|9.743788173778453
date|2|9.050640993218508
